363851665,1273531609,79.2125
363851668,1273531623,79.2625
363851671,1273531639,79.3125
363851674,1273531658,79.3875
363851677,1273531681,79.4375
363851679,1273531696,79.48750000000001
363851682,1273531724,79.55000000000001
363851685,1273531745,79.60000000000001
363851688,1273531761,79.625
363851690,1273531784,79.66250000000001
363851693,1273531797,79.6875
363851696,1273531822,79.72500000000001
363851701,1273531846,79.7625
363851704,1273531865,79.775
363851707,1273531893,79.78750000000001
363851710,1273531914,79.8125
363851712,1273531939,79.8125
363851715,1273531953,79.8125
363851721,1273531980,79.8125
363851723,1273532010,79.8125
363851726,1273532034,79.80000000000001
363851732,1273532069,79.78750000000001
363851734,1273532094,79.78750000000001
363851740,1273532127,79.7625
363851746,1273532160,79.75
363851748,1273532186,79.73750000000001
363851754,1273532221,79.7
363851759,1273532259,79.65
363851762,1273532289,79.61250000000001
363851768,1273532310,79.5875
363851770,1273532343,79.5625
363851779,1273532400,79.5125
363851784,1273532435,79.48750000000001
363851790,1273532470,79.45
363851795,1273532510,79.42500000000001
363851801,1273532550,79.4
363851806,1273532587,79.36250000000001
363851815,1273532627,79.325
363851820,1273532665,79.30000000000001
363851826,1273532707,79.275
363851831,1273532745,79.2625
363851837,1273532789,79.23750000000001
363851842,1273532827,79.2125
363851850,1273532867,79.1875
363851856,1273532913,79.1375
363851861,1273532953,79.11250000000001
363851870,1273532998,79.11250000000001
363851875,1273533040,79.075
363851884,1273533085,79.05000000000001
363851889,1273533132,79.0125
363851892,1273533151,79.0125
363851900,1273533199,79.0
363851911,1273533265,78.97500000000001
363851917,1273533312,78.95
363851925,1273533355,78.9625
363851931,1273533404,78.95
363851939,1273533449,78.9375
363851942,1273533474,78.9375
363851950,1273533517,78.95
363851958,1273533568,78.9375
363851964,1273533613,78.9375
363851972,1273533659,78.9375
363851977,1273533709,78.92500000000001
363851989,1273533765,78.9625
363851994,1273533812,78.9625
363852002,1273533862,78.98750000000001
363852011,1273533910,78.98750000000001
363852019,1273533962,79.0
363852024,1273534009,79.025
363852033,1273534061,79.03750000000001
363852041,1273534108,79.03750000000001
363852049,1273534160,79.0625
363852055,1273534209,79.075
363852063,1273534256,79.0625
363852071,1273534316,79.075
363852080,1273534359,79.075
363852088,1273534418,79.075
363852096,1273534467,79.075
363852105,1273534521,79.075
363852110,1273534570,79.075
363852118,1273534626,79.0875
363852127,1273534675,79.075
363852135,1273534718,79.075
363852143,1273534774,79.0875
363852149,1273534824,79.0875
363852160,1273534885,79.075
363852168,1273534936,79.075
363852176,1273534992,79.0625
363852182,1273535035,79.05000000000001
363852193,1273535098,79.03750000000001
363852199,1273535149,79.03750000000001
363852207,1273535204,79.03750000000001
363852215,1273535255,79.03750000000001
363852223,1273535307,79.03750000000001
363852232,1273535358,79.0625
363852240,1273535420,79.075
363852248,1273535471,79.10000000000001
363852254,1273535501,79.10000000000001
363852262,1273535551,79.0875
363852270,1273535609,79.0625
363852279,1273535661,79.075
363852287,1273535718,79.0625
363852295,1273535771,79.0625
363852304,1273535821,79.05000000000001
363852312,1273535886,79.025
363852320,1273535938,79.025
363852328,1273535996,79.0
363852337,1273536048,79.0
363852345,1273536100,78.98750000000001
363852353,1273536159,78.98750000000001
363852362,1273536212,78.97500000000001
363852373,1273536269,78.98750000000001
363852381,1273536321,79.0
363852389,1273536381,79.025
363852397,1273536433,79.0625
363852403,1273536480,79.075
363852414,1273536544,79.0625
363852422,1273536598,79.075
363852431,1273536658,79.075
363852439,1273536717,79.0625
363852447,1273536769,79.05000000000001
363852458,1273536829,79.05000000000001
363852467,1273536883,79.075
363852475,1273536935,79.075
363852483,1273536994,79.0625
363852491,1273537053,79.0875
363852500,1273537107,79.0875
363852508,1273537161,79.0875
363852519,1273537226,79.0875
363852527,1273537280,79.0875
363852536,1273537339,79.0875
363852544,1273537388,79.0875
363852552,1273537452,79.10000000000001
363852560,1273537506,79.11250000000001
363852569,1273537555,79.11250000000001
363852577,1273537621,79.1375
363852588,1273537681,79.1375
363852596,1273537735,79.15
363852605,1273537794,79.125
363852607,1273537818,79.11250000000001
363852621,1273537909,79.025
363852630,1273537963,78.95
363852641,1273538022,78.8375
363852643,1273538047,78.78750000000001
363852654,1273538108,78.65
363852663,1273538162,78.5125
363852671,1273538221,78.375
363852679,1273538275,78.2625
363852690,1273538336,78.15
363852699,1273538390,78.03750000000001
363852710,1273538449,77.9375
363852721,1273538510,77.85000000000001
363852729,1273538559,77.80000000000001
363852737,1273538618,77.75
363852748,1273538672,77.7
363852760,1273538733,77.66250000000001
363852768,1273538793,77.65
363852776,1273538841,77.61250000000001
363852790,1273538908,77.60000000000001
363852798,1273538956,77.60000000000001
363852809,1273539023,77.61250000000001
363852818,1273539077,77.6375
363852829,1273539138,77.66250000000001
363852837,1273539192,77.7
363852848,1273539246,77.75
363852856,1273539300,77.80000000000001
363852868,1273539368,77.86250000000001
363852879,1273539422,77.91250000000001
363852887,1273539483,77.95
363852895,1273539531,77.97500000000001
363852906,1273539598,78.0125
363852917,1273539652,78.0125
363852926,1273539713,78.03750000000001
363852937,1273539767,78.03750000000001
363852945,1273539828,78.05000000000001
363852956,1273539889,78.075
363852964,1273539943,78.10000000000001
363852975,1273539999,78.1375
363852984,1273540060,78.2
363852995,1273540114,78.25
363853003,1273540175,78.35000000000001
363853011,1273540229,78.42500000000001
363853023,1273540290,78.53750000000001
363853031,1273540345,78.625
363853036,1273540375,78.6875
363853045,1273540436,78.8125
363853053,1273540492,78.875
363853064,1273540553,78.95
363853072,1273540609,79.025
363853081,1273540670,79.11250000000001
363853089,1273540718,79.17500000000001
363853100,1273540785,79.2125
363853108,1273540840,79.2625
363853116,1273540901,79.30000000000001
363853125,1273540950,79.325
363853133,1273541018,79.35000000000001
363853141,1273541072,79.36250000000001
363853147,1273541103,79.375
363853161,1273541189,79.4
363853169,1273541245,79.4
363853177,1273541306,79.4
363853185,1273541367,79.3875
363853194,1273541422,79.36250000000001
363853202,1273541478,79.35000000000001
363853213,1273541544,79.35000000000001
363853216,1273541569,79.35000000000001
363853224,1273541631,79.3375
363853238,1273541717,79.28750000000001
363853246,1273541773,79.275
363853254,1273541834,79.23750000000001
363853266,1273541895,79.2125
363853268,1273541919,79.22500000000001
363853277,1273541975,79.2
363853288,1273542041,79.1875
363853299,1273542128,79.1875
363853307,1273542177,79.1875
363853318,1273542245,79.15
363853321,1273542274,79.15
363853335,1273542360,79.16250000000001
363853340,1273542391,79.16250000000001
363853348,1273542440,79.15
363853357,1273542508,79.15
363853365,1273542564,79.1375
363853373,1273542618,79.1375
363853384,1273542681,79.1375
363853390,1273542729,79.1375
363853401,1273542797,79.1375
363853409,1273542851,79.1375
363853420,1273542914,79.125
363853429,1273542968,79.125
363853437,1273543029,79.125
363853445,1273543085,79.11250000000001
363853453,1273543146,79.10000000000001
363853464,1273543209,79.11250000000001
363853473,1273543257,79.125
363853481,1273543318,79.15
363853489,1273543379,79.16250000000001
363853498,1273543437,79.16250000000001
363853509,1273543494,79.2
363853517,1273543562,79.22500000000001
363853528,1273543632,79.25
363853536,1273543690,79.275
363853550,1273543770,79.3125
363853558,1273543838,79.36250000000001
363853569,1273543916,79.45
363853580,1273543988,79.525
363853594,1273544069,79.5625
363853605,1273544144,79.6375
363853616,1273544221,79.6875
363853627,1273544299,79.73750000000001
363853641,1273544397,79.775
363853652,1273544477,79.78750000000001
363853666,1273544570,79.8125
363853674,1273544644,79.825
363853688,1273544739,79.8375
363853702,1273544826,79.8375
363853716,1273544925,79.86250000000001
363853729,1273545024,79.85000000000001
363853743,1273545115,79.875
363853757,1273545216,79.85000000000001
363853762,1273545258,79.85000000000001
363853776,1273545362,79.9
363853793,1273545467,79.9625
363853804,1273545563,80.025
363853820,1273545671,80.075
363853834,1273545770,80.16250000000001
363853848,1273545870,80.2125
363853862,1273545981,80.275
363853878,1273546093,80.3375
363853892,1273546195,80.4625
363853906,1273546310,80.66250000000001
363853917,1273546403,80.875
363853933,1273546532,81.1875
363853947,1273546638,81.47500000000001
363853958,1273546732,81.7
363853972,1273546864,81.8875
363853986,1273546972,82.03750000000001
363853999,1273547094,82.10000000000001
363854010,1273547204,82.11250000000001
363854024,1273547328,82.05000000000001
363854035,1273547439,82.0125
363854049,1273547553,81.92500000000001
363854062,1273547678,81.91250000000001
363854076,1273547791,81.86250000000001
363854090,1273547919,81.8125
363854103,1273548048,81.775
363854117,1273548162,81.7625
363854131,1273548291,81.7125
363854145,1273548408,81.7125
363854158,1273548527,81.7125
363854175,1273548657,81.78750000000001
363854189,1273548788,81.86250000000001
363854202,1273548908,81.9375
363854216,1273549041,82.05000000000001
363854230,1273549161,82.15
363854243,1273549281,82.25
363854257,1273549417,82.325
363854271,1273549551,82.3875
363854284,1273549673,82.4375
363854298,1273549811,82.47500000000001
363854312,1273549933,82.48750000000001
363854326,1273550070,82.48750000000001
363854339,1273550194,82.48750000000001
363854345,1273550250,82.48750000000001
363854358,1273550401,82.625
363854372,1273550527,82.80000000000001
363854386,1273550666,83.05000000000001
363854397,1273550792,83.325
363854407,1273550919,83.575
363854418,1273551044,83.78750000000001
363854432,1273551185,83.91250000000001
363854443,1273551314,84.0125
